Time, HydroPower, WindPower, SolarPower
2022/9/14/13/37, 747.509, 2274.555, 81.751
2022/9/14/14/37, 764.399, 2317.663, 70.257
2022/9/14/15/37, 827.14, 2203.419, 64.349
2022/9/14/16/37, 717.488, 2298.707, 40.309
2022/9/14/17/37, 705.248, 2476.317, 28.815
2022/9/14/18/37, 684.297, 2559.067, 9.632
2022/9/14/19/37, 828.252, 2511.136, 0.0
2022/9/14/20/37, 934.306, 2556.274, 0.0
2022/9/14/21/37, 739.027, 2498.48, 0.0
2022/9/14/22/37, 646.343, 2558.835, 0.0
2022/9/14/23/37, 614.756, 2641.338, 0.0
2022/9/14/24/37, 727.057, 2523.868, 0.0
2022/9/15/1/37, 643.918, 2495.118, 0.0
2022/9/15/2/37, 559.63, 2390.242, 0.0
2022/9/15/3/37, 525.999, 2328.225, 0.0
2022/9/15/4/37, 508.392, 2312.428, 0.0
2022/9/15/5/37, 563.914, 2272.721, 0.0
2022/9/15/6/37, 595.322, 2255.618, 0.0
2022/9/15/7/37, 657.533, 2149.895, 3.319
2022/9/15/8/37, 963.301, 1965.673, 21.369
2022/9/15/9/37, 1196.401, 1718.732, 49.374
2022/9/15/10/37, 1291.846, 1380.846, 59.087
2022/9/15/11/37, 1158.302, 1143.128, 71.876
2022/9/15/12/37, 1010.286, 1037.872, 82.318
2022/9/15/13/37, 871.28, 945.089, 99.316
2022/9/15/14/37, 778.635, 927.996, 104.253
2022/9/15/15/37, 766.167, 944.915, 92.759
2022/9/15/16/37, 788.908, 1018.493, 74.385
2022/9/15/17/37, 996.311, 1086.65, 43.466
2022/9/15/18/37, 1259.342, 1059.367, 19.669
2022/9/15/19/37, 1375.781, 1128.02, 0.0
2022/9/15/20/37, 1473.92, 1202.899, 0.0
2022/9/15/21/37, 1124.069, 1226.303, 0.0
2022/9/15/22/37, 704.192, 1246.571, 0.0
2022/9/15/23/37, 572.324, 1253.44, 0.0
2022/9/15/24/37, 510.706, 1232.94, 0.0
2022/9/16/1/37, 512.406, 1242.868, 0.0
2022/9/16/2/37, 508.923, 1201.101, 0.0
2022/9/16/3/37, 532.464, 1199.367, 0.0
2022/9/16/4/37, 526.09, 1256.652, 0.0
2022/9/16/5/37, 511.208, 1213.172, 0.0
2022/9/16/6/37, 562.071, 1210.644, 0.0
2022/9/16/7/37, 763.361, 1292.381, 4.29
2022/9/16/8/37, 1185.934, 1286.88, 25.739
2022/9/16/9/37, 1613.865, 1200.532, 53.26
2022/9/16/10/37, 1487.626, 1296.953, 66.696
2022/9/16/11/37, 1134.163, 1327.752, 77.947
2022/9/16/12/37, 778.739, 1374.182, 101.177
2022/9/16/13/37, 793.158, 1375.512, 104.82
2022/9/16/14/37, 667.256, 1313.111, 100.287
2022/9/16/15/37, 669.815, 1189.245, 78.675
2022/9/16/16/37, 612.38, 1136.665, 63.863
2022/9/16/17/37, 681.525, 1137.252, 43.223
2022/9/16/18/37, 899.89, 1027.073, 20.883
2022/9/16/19/37, 1513.541, 1083.775, 0.0
2022/9/16/20/37, 1451.191, 1271.999, 0.0
2022/9/16/21/37, 1058.244, 1313.456, 0.0
2022/9/16/22/37, 837.423, 1187.004, 0.0
2022/9/16/23/37, 643.381, 1063.67, 0.0
2022/9/16/24/37, 558.459, 956.668, 0.0
2022/9/17/1/37, 591.556, 924.346, 0.0
2022/9/17/2/37, 503.959, 928.768, 0.0
2022/9/17/3/37, 522.654, 848.671, 0.0
2022/9/17/4/37, 501.664, 809.478, 0.0
2022/9/17/5/37, 515.223, 869.602, 0.0
2022/9/17/6/37, 558.707, 895.152, 0.0
2022/9/17/7/37, 550.729, 882.532, 5.261
2022/9/17/8/37, 602.121, 919.696, 26.144
2022/9/17/9/37, 561.873, 904.735, 54.959
2022/9/17/10/37, 695.543, 937.84, 76.652
2022/9/17/11/37, 606.372, 1102.541, 99.073
2022/9/17/12/37, 622.217, 1220.843, 101.015
2022/9/17/13/37, 678.388, 1391.87, 94.216
2022/9/17/14/37, 622.747, 1505.76, 104.739
2022/9/17/15/37, 642.3, 1624.802, 85.798
2022/9/17/16/37, 738.436, 1569.253, 71.876
2022/9/17/17/37, 787.399, 1511.483, 48.727
2022/9/17/18/37, 929.548, 1353.487, 19.345
2022/9/17/19/37, 1125.063, 1190.135, 0.0
2022/9/17/20/37, 1106.144, 1183.448, 0.0
2022/9/17/21/37, 988.862, 1229.272, 0.0
2022/9/17/22/37, 858.359, 1269.367, 0.0
2022/9/17/23/37, 707.603, 1277.792, 0.0
2022/9/17/24/37, 576.755, 1192.416, 0.0
2022/9/18/1/37, 569.498, 1141.592, 0.0
2022/9/18/2/37, 549.37, 1045.394, 0.0
2022/9/18/3/37, 545.03, 952.587, 0.0
2022/9/18/4/37, 525.918, 838.766, 0.0
2022/9/18/5/37, 512.134, 766.455, 0.0
2022/9/18/6/37, 480.46, 710.051, 0.0
2022/9/18/7/37, 474.231, 657.0, 2.509
2022/9/18/8/37, 588.668, 584.413, 25.659
2022/9/18/9/37, 653.838, 497.007, 54.555
2022/9/18/10/37, 712.232, 450.406, 69.934
2022/9/18/11/37, 695.738, 400.425, 97.535
2022/9/18/12/37, 722.642, 371.478, 97.94
2022/9/18/13/37, 745.384, 411.561, 111.376
2022/9/18/14/37, 643.284, 444.733, 102.958
2022/9/18/15/37, 660.092, 519.971, 91.464
2022/9/18/16/37, 732.116, 633.074, 65.482
2022/9/18/17/37, 792.334, 719.624, 46.38
2022/9/18/18/37, 910.224, 846.584, 20.397
2022/9/18/19/37, 1218.225, 993.924, 0.0
2022/9/18/20/37, 1565.964, 1141.646, 0.0
2022/9/18/21/37, 1405.056, 1227.638, 0.0
2022/9/18/22/37, 1053.741, 1222.771, 0.0
2022/9/18/23/37, 763.509, 1147.577, 0.0
2022/9/18/24/37, 587.116, 1045.942, 0.0
2022/9/19/1/38, 535.754, 1007.854, 0.0
2022/9/19/2/38, 517.977, 1021.936, 0.0
2022/9/19/3/38, 503.735, 1082.907, 0.0
2022/9/19/4/38, 522.226, 1139.965, 0.0
2022/9/19/5/38, 566.132, 1179.871, 0.0
2022/9/19/6/38, 788.616, 1285.772, 0.0
2022/9/19/7/38, 1182.232, 1352.486, 3.076
2022/9/19/8/38, 1783.385, 1423.764, 25.173
2022/9/19/9/38, 1835.364, 1446.271, 48.889
2022/9/19/10/38, 1744.763, 1421.056, 72.524
2022/9/19/11/38, 1723.422, 1397.106, 94.054
2022/9/19/12/38, 1454.672, 1487.586, 109.919
2022/9/19/13/38, 1180.078, 1714.981, 121.575
2022/9/19/14/38, 1106.161, 1984.783, 115.585
2022/9/19/15/38, 989.251, 2198.775, 95.187
2022/9/19/16/38, 849.662, 2440.091, 74.143
2022/9/19/17/38, 764.146, 2732.899, 42.98
2022/9/19/18/38, 733.485, 3049.191, 16.35
2022/9/19/19/38, 782.831, 3196.959, 0.0
2022/9/19/20/38, 764.651, 3254.498, 0.0
2022/9/19/21/38, 714.425, 3267.803, 0.0
2022/9/19/22/38, 713.189, 3276.495, 0.0
2022/9/19/23/38, 766.311, 3266.952, 0.0
2022/9/19/24/38, 600.635, 3258.402, 0.0
2022/9/20/1/38, 636.954, 3246.665, 0.0
2022/9/20/2/38, 600.132, 3204.858, 0.0
2022/9/20/3/38, 535.136, 3253.17, 0.0
2022/9/20/4/38, 564.973, 3208.101, 0.0
2022/9/20/5/38, 593.127, 3222.193, 0.0
2022/9/20/6/38, 715.738, 3183.891, 0.0
2022/9/20/7/38, 885.295, 3117.997, 1.862
2022/9/20/8/38, 901.95, 3042.635, 22.259
2022/9/20/9/38, 968.318, 2845.626, 49.536
2022/9/20/10/38, 997.404, 2705.051, 74.952
2022/9/20/11/38, 1265.483, 2521.148, 96.24
2022/9/20/12/38, 1111.982, 2380.472, 95.835
2022/9/20/13/38, 1316.46, 2110.287, 102.958
2022/9/20/14/38, 1273.635, 1972.422, 104.901
2022/9/20/15/38, 1182.457, 1856.874, 84.746
2022/9/20/16/38, 1151.346, 1678.896, 56.821
2022/9/20/17/38, 1327.468, 1510.157, 35.857
2022/9/20/18/38, 1737.485, 1402.818, 12.951
2022/9/20/19/38, 1968.261, 1316.817, 0.0
2022/9/20/20/38, 2090.941, 1165.277, 0.0
2022/9/20/21/38, 1750.768, 913.819, 0.0
2022/9/20/22/38, 1626.17, 736.604, 0.0
2022/9/20/23/38, 1516.782, 622.95, 0.0
2022/9/20/24/38, 1286.733, 462.096, 0.0
2022/9/21/1/38, 1262.066, 298.628, 0.0
2022/9/21/2/38, 1195.742, 182.361, 0.0
2022/9/21/3/38, 1206.064, 145.501, 0.0
2022/9/21/4/38, 1344.701, 125.803, 0.0
2022/9/21/5/38, 1549.881, 105.321, 0.0
2022/9/21/6/38, 1743.931, 72.482, 0.0
2022/9/21/7/38, 2201.451, 69.517, 4.371
2022/9/21/8/38, 2378.167, 77.727, 34.724
2022/9/21/9/38, 2306.141, 82.388, 70.824
2022/9/21/10/38, 2133.864, 83.073, 102.877
2022/9/21/11/38, 2024.232, 63.341, 127.079
2022/9/21/12/38, 2017.973, 98.661, 134.849
2022/9/21/13/38, 1813.426, 143.495, 131.935
2022/9/21/14/38, 1572.078, 197.754, 122.06
2022/9/21/15/38, 1610.994, 264.346, 110.728
2022/9/21/16/38, 1753.521, 391.162, 74.062
2022/9/21/17/38, 2083.199, 486.206, 41.037
2022/9/21/18/38, 2153.9, 581.266, 14.165
2022/9/21/19/38, 2045.892, 818.634, 0.0
2022/9/21/20/38, 2073.861, 1234.416, 0.0
2022/9/21/21/38, 1761.999, 1682.721, 0.0
2022/9/21/22/38, 1721.52, 1950.605, 0.0
2022/9/21/23/38, 1513.909, 2118.76, 0.0
2022/9/21/24/38, 1022.22, 2191.836, 0.0
2022/9/22/1/38, 706.978, 2155.803, 0.0
2022/9/22/2/38, 643.96, 2221.462, 0.0
2022/9/22/3/38, 653.595, 2249.267, 0.0
2022/9/22/4/38, 708.938, 2270.329, 0.0
2022/9/22/5/38, 837.405, 2195.483, 0.0
2022/9/22/6/38, 1305.216, 2142.627, 0.0
2022/9/22/7/38, 1690.375, 2071.24, 3.723
2022/9/22/8/38, 1933.317, 1752.743, 34.967
2022/9/22/9/38, 2019.943, 1293.58, 72.038
2022/9/22/10/38, 2017.03, 880.559, 101.663
2022/9/22/11/38, 2030.654, 637.419, 123.679
2022/9/22/12/38, 1853.885, 548.915, 144.481
2022/9/22/13/38, 1550.477, 506.518, 139.382
2022/9/22/14/38, 1529.286, 470.431, 123.922
2022/9/22/15/38, 1559.555, 464.634, 99.558
2022/9/22/16/38, 1910.311, 457.082, 72.2
2022/9/22/17/38, 2005.768, 455.733, 45.004
2022/9/22/18/38, 2116.958, 528.228, 14.974
2022/9/22/19/38, 2163.585, 759.168, 0.0
2022/9/22/20/38, 2033.925, 1079.707, 0.0
2022/9/22/21/38, 1888.874, 1349.602, 0.0
2022/9/22/22/38, 1644.008, 1509.685, 0.0
2022/9/22/23/38, 1094.431, 1553.34, 0.0
2022/9/22/24/38, 964.291, 1528.604, 0.0
2022/9/23/1/38, 826.11, 1513.194, 0.0
2022/9/23/2/38, 718.59, 1528.563, 0.0
2022/9/23/3/38, 713.779, 1514.548, 0.0
2022/9/23/4/38, 693.438, 1564.33, 0.0
2022/9/23/5/38, 818.433, 1757.09, 0.0
2022/9/23/6/38, 1021.046, 1884.936, 0.0
2022/9/23/7/38, 1398.851, 1929.271, 2.833
2022/9/23/8/38, 1775.536, 1821.275, 34.238
2022/9/23/9/38, 2006.082, 1399.636, 66.615
2022/9/23/10/38, 2201.786, 814.093, 102.877
2022/9/23/11/38, 2144.095, 523.647, 133.23
2022/9/23/12/38, 2054.112, 575.688, 141.324
2022/9/23/13/38, 1816.871, 630.329, 138.249
2022/9/23/14/38, 1757.42, 663.759, 122.627
2022/9/23/15/38, 1827.365, 704.59, 94.459
2022/9/23/16/38, 1821.212, 690.153, 53.988
2022/9/23/17/38, 1885.608, 700.216, 34.238
2022/9/23/18/38, 1778.004, 887.736, 10.118
2022/9/23/19/38, 1640.136, 1570.548, 0.0
2022/9/23/20/38, 1304.147, 2241.342, 0.0
2022/9/23/21/38, 955.548, 2553.946, 0.0
2022/9/23/22/38, 846.445, 2524.028, 0.0
2022/9/23/23/38, 729.051, 2454.403, 0.0
2022/9/23/24/38, 750.19, 2291.615, 0.0
2022/9/24/1/38, 709.041, 2096.262, 0.0
2022/9/24/2/38, 569.708, 1869.798, 0.0
2022/9/24/3/38, 556.685, 1658.018, 0.0
2022/9/24/4/38, 567.004, 1498.006, 0.0
2022/9/24/5/38, 616.028, 1612.828, 0.0
2022/9/24/6/38, 705.77, 1731.327, 0.0
2022/9/24/7/38, 773.471, 1737.283, 0.809
2022/9/24/8/38, 846.897, 1607.53, 26.387
2022/9/24/9/38, 985.125, 1132.589, 61.435
2022/9/24/10/38, 1321.277, 701.924, 95.268
2022/9/24/11/38, 1493.159, 498.226, 117.123
2022/9/24/12/38, 1406.326, 438.485, 127.969
2022/9/24/13/38, 1325.749, 372.193, 119.794
2022/9/24/14/38, 1267.98, 281.173, 106.6
2022/9/24/15/38, 1302.404, 228.986, 89.036
2022/9/24/16/38, 1567.711, 197.742, 62.892
2022/9/24/17/38, 1780.45, 190.816, 37.233
2022/9/24/18/38, 1970.956, 248.05, 10.28
2022/9/24/19/38, 2019.471, 359.035, 0.0
2022/9/24/20/38, 2083.547, 507.687, 0.0
2022/9/24/21/38, 1915.409, 534.166, 0.0
2022/9/24/22/38, 2186.562, 525.459, 0.0
2022/9/24/23/38, 1750.636, 493.058, 0.0
2022/9/24/24/38, 1286.115, 455.219, 0.0
2022/9/25/1/38, 1121.916, 432.877, 0.0
2022/9/25/2/38, 1109.976, 451.6, 0.0
2022/9/25/3/38, 1041.378, 378.904, 0.0
2022/9/25/4/38, 1040.05, 286.103, 0.0
2022/9/25/5/38, 1011.263, 207.632, 0.0
2022/9/25/6/38, 1111.009, 218.81, 0.0
2022/9/25/7/38, 1100.896, 324.94, 1.943
2022/9/25/8/38, 1166.641, 479.955, 28.572
2022/9/25/9/38, 1322.778, 437.584, 64.106
2022/9/25/10/38, 1652.232, 241.134, 97.292
2022/9/25/11/38, 1739.214, 209.483, 117.204
2022/9/25/12/38, 1595.011, 260.789, 132.097
2022/9/25/13/38, 1419.114, 201.908, 129.669
2022/9/25/14/38, 1512.62, 162.11, 114.371
2022/9/25/15/38, 1440.261, 126.475, 88.388
2022/9/25/16/38, 1617.897, 100.768, 59.087
2022/9/25/17/38, 1837.083, 158.452, 29.948
2022/9/25/18/38, 2041.971, 368.737, 7.609
2022/9/25/19/38, 2014.038, 727.006, 0.0
2022/9/25/20/38, 1997.605, 979.363, 0.0
2022/9/25/21/38, 1725.048, 925.776, 0.0
2022/9/25/22/38, 1545.323, 954.18, 0.0
2022/9/25/23/38, 985.613, 1033.593, 0.0
2022/9/25/24/38, 672.532, 1032.607, 0.0
2022/9/26/1/39, 543.33, 1039.406, 0.0
2022/9/26/2/39, 529.172, 984.424, 0.0
2022/9/26/3/39, 508.246, 1002.286, 0.0
2022/9/26/4/39, 510.288, 931.849, 0.0
2022/9/26/5/39, 556.748, 974.174, 0.0
2022/9/26/6/39, 769.157, 1000.047, 0.0
2022/9/26/7/39, 1275.046, 1080.102, 0.243
2022/9/26/8/39, 1638.636, 1170.158, 15.784
2022/9/26/9/39, 1727.027, 1037.733, 42.899
2022/9/26/10/39, 1669.621, 777.909, 64.834
2022/9/26/11/39, 1389.951, 691.904, 73.495
2022/9/26/12/39, 1312.468, 730.891, 83.937
2022/9/26/13/39, 1125.297, 754.717, 95.187
2022/9/26/14/39, 1083.996, 793.281, 93.407
2022/9/26/15/39, 1023.33, 784.888, 84.018
2022/9/26/16/39, 1113.267, 772.434, 63.296
2022/9/26/17/39, 1211.019, 857.392, 36.505
2022/9/26/18/39, 1123.414, 1041.937, 8.256
2022/9/26/19/39, 1096.226, 1469.578, 0.0
2022/9/26/20/39, 986.917, 1989.402, 0.0
2022/9/26/21/39, 698.518, 2177.772, 0.0
2022/9/26/22/39, 627.493, 2253.362, 0.0
2022/9/26/23/39, 635.538, 2198.92, 0.0
2022/9/26/24/39, 518.268, 2041.157, 0.0
2022/9/27/1/39, 548.13, 1892.114, 0.0
2022/9/27/2/39, 532.863, 1786.379, 0.0
2022/9/27/3/39, 476.79, 1681.51, 0.0
2022/9/27/4/39, 493.874, 1571.04, 0.0
2022/9/27/5/39, 523.924, 1537.896, 0.0
2022/9/27/6/39, 620.919, 1543.459, 0.0
2022/9/27/7/39, 984.13, 1455.148, 0.0
2022/9/27/8/39, 1188.347, 1384.855, 26.63
2022/9/27/9/39, 1256.917, 1104.784, 57.792
2022/9/27/10/39, 1390.014, 850.913, 76.49
2022/9/27/11/39, 1414.769, 725.459, 83.856
2022/9/27/12/39, 1473.877, 644.394, 87.822
2022/9/27/13/39, 1316.436, 568.261, 94.216
2022/9/27/14/39, 1230.535, 497.107, 94.54
2022/9/27/15/39, 1258.238, 492.062, 80.537
2022/9/27/16/39, 1412.188, 523.129, 54.636
2022/9/27/17/39, 1489.144, 560.335, 28.006
2022/9/27/18/39, 1352.289, 602.381, 5.585
2022/9/27/19/39, 1415.006, 727.001, 0.0
2022/9/27/20/39, 1363.879, 802.787, 0.0
2022/9/27/21/39, 1034.024, 840.632, 0.0
2022/9/27/22/39, 909.656, 898.222, 0.0
2022/9/27/23/39, 805.941, 883.688, 0.0
2022/9/27/24/39, 578.796, 790.055, 0.0
2022/9/28/1/39, 545.286, 728.295, 0.0
2022/9/28/2/39, 450.154, 676.209, 0.0
2022/9/28/3/39, 435.429, 709.026, 0.0
2022/9/28/4/39, 437.301, 721.202, 0.0
2022/9/28/5/39, 506.905, 781.098, 0.0
2022/9/28/6/39, 903.566, 815.342, 0.0
2022/9/28/7/39, 1315.536, 821.554, 0.162
2022/9/28/8/39, 1598.548, 823.204, 18.131
2022/9/28/9/39, 1606.72, 750.121, 43.951
2022/9/28/10/39, 1538.58, 539.345, 67.101
2022/9/28/11/39, 1562.414, 415.517, 85.232
2022/9/28/12/39, 1505.415, 410.448, 109.919
2022/9/28/13/39, 1308.265, 459.24, 106.843
2022/9/28/14/39, 1291.918, 454.54, 98.587
2022/9/28/15/39, 1280.852, 469.401, 81.023
2022/9/28/16/39, 1278.694, 513.22, 52.369
2022/9/28/17/39, 1424.722, 606.412, 28.087
2022/9/28/18/39, 1338.267, 709.159, 4.857
2022/9/28/19/39, 1401.116, 906.658, 0.0
2022/9/28/20/39, 1184.261, 1104.626, 0.0
2022/9/28/21/39, 751.302, 1201.313, 0.0
2022/9/28/22/39, 584.927, 1278.325, 0.0
2022/9/28/23/39, 512.407, 1307.438, 0.0
2022/9/28/24/39, 476.57, 1278.112, 0.0
2022/9/29/1/39, 516.292, 1256.829, 0.0
2022/9/29/2/39, 515.685, 1284.754, 0.0
2022/9/29/3/39, 477.415, 1298.351, 0.0
2022/9/29/4/39, 475.7, 1328.304, 0.0
2022/9/29/5/39, 519.966, 1469.347, 0.0
2022/9/29/6/39, 653.41, 1695.205, 0.0
2022/9/29/7/39, 866.398, 1888.0, 0.0
2022/9/29/8/39, 1184.382, 1924.756, 8.661
2022/9/29/9/39, 1260.637, 1731.772, 27.358
2022/9/29/10/39, 1246.169, 1378.182, 38.933
2022/9/29/11/39, 1191.916, 1385.802, 46.542
2022/9/29/12/39, 1201.006, 1295.691, 44.194
2022/9/29/13/39, 1110.342, 1438.293, 44.032
2022/9/29/14/39, 1178.156, 1419.509, 37.962
2022/9/29/15/39, 1170.672, 1267.189, 30.596
2022/9/29/16/39, 1190.465, 1211.889, 22.259
2022/9/29/17/39, 1350.978, 1199.851, 12.06
2022/9/29/18/39, 1563.839, 1205.437, 0.0
2022/9/29/19/39, 1725.575, 1252.469, 0.0
2022/9/29/20/39, 1709.812, 1000.32, 0.0
2022/9/29/21/39, 1466.824, 837.214, 0.0
2022/9/29/22/39, 1286.791, 797.705, 0.0
2022/9/29/23/39, 941.926, 659.758, 0.0
2022/9/29/24/39, 627.355, 584.422, 0.0
2022/9/30/1/39, 585.254, 449.607, 0.0
2022/9/30/2/39, 563.199, 360.119, 0.0
2022/9/30/3/39, 579.315, 290.355, 0.0
2022/9/30/4/39, 665.5, 238.276, 0.0
2022/9/30/5/39, 904.435, 212.428, 0.0
2022/9/30/6/39, 1485.087, 180.795, 0.0
2022/9/30/7/39, 1821.277, 140.078, 0.0
2022/9/30/8/39, 2018.792, 97.089, 11.494
2022/9/30/9/39, 1956.832, 67.608, 27.115
2022/9/30/10/39, 1865.452, 24.187, 51.074
2022/9/30/11/39, 1777.32, 7.271, 58.764
2022/9/30/12/39, 1703.794, 2.652, 82.561
2022/9/30/13/39, 1583.321, 2.957, 83.127
2022/9/30/14/39, 1486.343, 4.798, 79.323
2022/9/30/15/39, 1410.921, 7.675, 72.848
2022/9/30/16/39, 1478.422, 10.631, 48.889
2022/9/30/17/39, 1480.959, 12.144, 23.635
2022/9/30/18/39, 1426.594, 24.846, 1.619
2022/9/30/19/39, 1691.294, 29.403, 0.0
2022/9/30/20/39, 1752.45, 28.259, 0.0
2022/9/30/21/39, 1380.17, 39.104, 0.0
2022/9/30/22/39, 1346.568, 49.262, 0.0
2022/9/30/23/39, 1119.362, 48.683, 0.0
2022/9/30/24/39, 806.668, 55.045, 0.0
2022/10/1/1/39, 741.417, 92.417, 0.0
2022/10/1/2/39, 694.091, 108.76, 0.0
2022/10/1/3/39, 659.33, 102.394, 0.0
2022/10/1/4/39, 676.362, 100.471, 0.0
2022/10/1/5/39, 751.117, 106.647, 0.0
2022/10/1/6/39, 922.481, 142.137, 0.0
2022/10/1/7/39, 1302.567, 246.489, 0.0
2022/10/1/8/39, 1289.31, 431.65, 19.183
2022/10/1/9/39, 1218.684, 584.907, 50.912
2022/10/1/10/39, 1232.16, 591.922, 75.195
2022/10/1/11/39, 1415.365, 435.941, 101.339
2022/10/1/12/39, 1405.072, 388.407, 113.238
2022/10/1/13/39, 1349.0, 435.05, 118.256
2022/10/1/14/39, 1244.808, 439.655, 116.556
2022/10/1/15/39, 1300.713, 452.17, 89.441
2022/10/1/16/39, 1765.311, 464.914, 58.602
2022/10/1/17/39, 2048.066, 527.616, 28.734
2022/10/1/18/39, 2208.891, 786.008, 1.214
2022/10/1/19/39, 2043.009, 1249.384, 0.0
2022/10/1/20/39, 1476.271, 1688.703, 0.0
2022/10/1/21/39, 1117.895, 1785.638, 0.0
2022/10/1/22/39, 1105.956, 1796.362, 0.0
2022/10/1/23/39, 1063.421, 1780.994, 0.0
2022/10/1/24/39, 894.194, 1701.937, 0.0
2022/10/2/1/39, 648.661, 1693.512, 0.0
2022/10/2/2/39, 620.579, 1654.751, 0.0
2022/10/2/3/39, 590.77, 1482.692, 0.0
2022/10/2/4/39, 588.853, 1296.05, 0.0
2022/10/2/5/39, 566.674, 1172.4, 0.0
2022/10/2/6/39, 640.76, 1011.447, 0.0
2022/10/2/7/39, 606.936, 1008.34, 0.0
2022/10/2/8/39, 663.075, 983.273, 17.888
2022/10/2/9/39, 780.631, 869.182, 44.032
2022/10/2/10/39, 953.171, 711.784, 72.362
2022/10/2/11/39, 1222.82, 589.972, 95.43
2022/10/2/12/39, 1072.222, 531.652, 107.976
2022/10/2/13/39, 1079.599, 548.773, 112.509
2022/10/2/14/39, 1102.45, 512.793, 105.953
2022/10/2/15/39, 1052.863, 501.923, 87.417
2022/10/2/16/39, 1121.131, 496.743, 48.646
2022/10/2/17/39, 1209.906, 551.484, 21.045
2022/10/2/18/39, 1400.155, 558.406, 1.214
2022/10/2/19/39, 1748.776, 696.426, 0.0
2022/10/2/20/39, 1864.04, 960.084, 0.0
2022/10/2/21/39, 1321.714, 1332.57, 0.0
2022/10/2/22/39, 852.594, 1553.951, 0.0
2022/10/2/23/39, 655.116, 1487.072, 0.0
2022/10/2/24/39, 661.986, 1346.465, 0.0
2022/10/3/1/40, 639.488, 1249.918, 0.0
2022/10/3/2/40, 541.0, 1144.026, 0.0
2022/10/3/3/40, 518.356, 1082.533, 0.0
2022/10/3/4/40, 549.852, 932.278, 0.0
2022/10/3/5/40, 525.666, 747.376, 0.0
2022/10/3/6/40, 877.026, 712.002, 0.0
2022/10/3/7/40, 1465.663, 592.518, 0.0
2022/10/3/8/40, 1716.907, 460.548, 15.217
2022/10/3/9/40, 1866.88, 385.652, 37.557
2022/10/3/10/40, 1761.536, 289.073, 59.654
2022/10/3/11/40, 1630.573, 168.289, 77.38
2022/10/3/12/40, 1382.508, 109.643, 88.793
2022/10/3/13/40, 1345.335, 73.65, 94.702
2022/10/3/14/40, 1104.135, 83.899, 90.493
2022/10/3/15/40, 1097.999, 86.384, 71.876
2022/10/3/16/40, 1118.143, 81.9, 41.928
2022/10/3/17/40, 1259.658, 85.738, 18.05
2022/10/3/18/40, 1647.323, 120.618, 0.243
2022/10/3/19/40, 1855.564, 162.856, 0.0
2022/10/3/20/40, 1815.691, 213.085, 0.0
2022/10/3/21/40, 1475.448, 242.412, 0.0
2022/10/3/22/40, 1250.702, 271.544, 0.0
2022/10/3/23/40, 1039.074, 362.497, 0.0
2022/10/3/24/40, 791.599, 471.961, 0.0
2022/10/4/1/40, 701.093, 520.427, 0.0
2022/10/4/2/40, 633.825, 545.05, 0.0
2022/10/4/3/40, 600.341, 587.06, 0.0
2022/10/4/4/40, 569.698, 727.761, 0.0
2022/10/4/5/40, 593.819, 802.128, 0.0
2022/10/4/6/40, 928.649, 871.56, 0.0
2022/10/4/7/40, 1458.26, 970.494, 0.0
2022/10/4/8/40, 1712.944, 991.487, 7.689
2022/10/4/9/40, 1838.233, 872.789, 27.277
2022/10/4/10/40, 1754.103, 543.832, 43.223
2022/10/4/11/40, 1698.052, 211.566, 67.101
2022/10/4/12/40, 1384.194, 114.867, 89.198
2022/10/4/13/40, 1193.227, 95.914, 82.561
2022/10/4/14/40, 1229.918, 97.327, 77.218
2022/10/4/15/40, 1195.515, 111.179, 60.383
2022/10/4/16/40, 1389.335, 128.252, 41.604
2022/10/4/17/40, 1536.86, 121.47, 20.478
2022/10/4/18/40, 1843.106, 138.786, 1.214
2022/10/4/19/40, 1968.14, 172.225, 0.0
2022/10/4/20/40, 2000.644, 199.263, 0.0
2022/10/4/21/40, 1720.348, 326.144, 0.0
2022/10/4/22/40, 1248.949, 713.327, 0.0
2022/10/4/23/40, 925.136, 1045.795, 0.0
2022/10/4/24/40, 746.933, 1468.223, 0.0
2022/10/5/1/40, 598.856, 1739.77, 0.0
2022/10/5/2/40, 487.458, 1950.283, 0.0
2022/10/5/3/40, 498.639, 2020.498, 0.0
2022/10/5/4/40, 467.694, 2178.11, 0.0
2022/10/5/5/40, 513.428, 2342.716, 0.0
2022/10/5/6/40, 597.964, 2438.52, 0.0
2022/10/5/7/40, 731.799, 2588.66, 0.0
2022/10/5/8/40, 862.43, 2494.488, 3.885
2022/10/5/9/40, 1024.426, 2309.852, 12.87
2022/10/5/10/40, 1154.532, 2287.437, 16.836
2022/10/5/11/40, 1180.268, 2334.847, 19.831
2022/10/5/12/40, 1178.842, 2370.389, 22.178
2022/10/5/13/40, 1104.445, 2486.212, 27.52
2022/10/5/14/40, 958.62, 2515.73, 27.115
2022/10/5/15/40, 923.32, 2439.834, 23.149
2022/10/5/16/40, 877.991, 2447.966, 15.784
2022/10/5/17/40, 955.748, 2649.964, 5.666
2022/10/5/18/40, 888.082, 2659.23, 0.0
2022/10/5/19/40, 805.387, 2642.44, 0.0
2022/10/5/20/40, 752.458, 2717.595, 0.0
2022/10/5/21/40, 666.111, 2879.962, 0.0
2022/10/5/22/40, 636.953, 3075.999, 0.0
2022/10/5/23/40, 575.644, 3022.627, 0.0
2022/10/5/24/40, 461.553, 2872.006, 0.0
2022/10/6/1/40, 444.512, 3020.633, 0.0
